class_id,comparison,placebo_type,feature_space,nA,nB,stat_energy,p_energy,stat_mmd2,p_mmd2,n_perm,seed,perm_method,replicate_id
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.177655022942659,0.908183632734531,-0.008596531299229992,0.8183632734530938,500,12345,iid,50
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.03721649403138727,0.6866267465069861,-0.0044867489421127615,0.6606786427145709,500,12345,iid,51
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.0333156854097894,0.8003992015968064,-0.012120993904170652,0.9620758483033932,500,12345,iid,51
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.06221122034485216,0.9201596806387226,-0.008305357162512239,0.9401197604790419,500,12345,iid,52
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.352514349338918,0.9560878243512974,-0.010549140904462462,0.8982035928143712,500,12345,iid,52
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,0.02882211199953666,0.24151696606786427,0.004106317952718985,0.2315369261477046,500,12345,iid,53
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.0995609080601625,0.8323353293413174,-0.008810650856191149,0.7884231536926147,500,12345,iid,53
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,0.03338307964482734,0.249500998003992,0.004457761192360188,0.249500998003992,500,12345,iid,54
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.8297572992546947,0.7105788423153693,-0.002353007367196014,0.47305389221556887,500,12345,iid,54
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.023762574461598795,0.5449101796407185,-0.002357399683029282,0.5089820359281437,500,12345,iid,55
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,0.1648215958718282,0.2934131736526946,-0.0018581901874166196,0.42115768463073855,500,12345,iid,55
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.05653419412791205,0.8502994011976048,-0.007263909793765899,0.846307385229541,500,12345,iid,56
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.9972591224632481,0.7904191616766467,-0.004913835621374041,0.626746506986028,500,12345,iid,56
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,0.01957005715823623,0.2834331337325349,0.0029225125769825055,0.26746506986027946,500,12345,iid,57
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.8313221346135578,0.7125748502994012,-0.002844127552444009,0.48902195608782434,500,12345,iid,57
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.015408190967280966,0.5089820359281437,-0.0023292307517739363,0.5269461077844312,500,12345,iid,58
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.3314977418555998,0.93812375249501,-0.010278439040640297,0.8862275449101796,500,12345,iid,58
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,0.07006928839641358,0.12974051896207583,0.008343945907665962,0.14570858283433133,500,12345,iid,59
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,0.8867614586059247,0.17564870259481039,0.002938081566336015,0.2634730538922156,500,12345,iid,59
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.05708733036641789,0.8662674650698603,-0.007071570797959836,0.8423153692614771,500,12345,iid,60
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,1.1604092901451892,0.14171656686626746,0.009121996235557095,0.14770459081836326,500,12345,iid,60
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.027849768907938888,0.5728542914171657,-0.003927817551053758,0.6027944111776448,500,12345,iid,61
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.05078388752494334,0.3772455089820359,-0.006396318031845594,0.6906187624750499,500,12345,iid,61
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.053582795741903055,0.8323353293413174,-0.00722752090069978,0.8622754491017964,500,12345,iid,62
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.35278255253874846,0.4930139720558882,-0.008629687620491211,0.7984031936127745,500,12345,iid,62
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.03294044813293073,0.6686626746506986,-0.004397012813097012,0.6906187624750499,500,12345,iid,63
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,1.3216032168464622,0.11976047904191617,0.006708057365935494,0.20958083832335328,500,12345,iid,63
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.05671708556024946,0.8343313373253493,-0.006678362237970914,0.7944111776447106,500,12345,iid,64
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.0086146932419098,0.8023952095808383,-0.008919266909223511,0.812375249500998,500,12345,iid,64
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.0575892924275907,0.9001996007984032,-0.007411425825713636,0.9001996007984032,500,12345,iid,65
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.9166259477032881,0.7365269461077845,-0.009536426697444478,0.8363273453093812,500,12345,iid,65
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.030158526080459325,0.6387225548902196,-0.004534055824279015,0.6766467065868264,500,12345,iid,66
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-1.398206603895403,0.9640718562874252,-0.009689304852307679,0.8403193612774451,500,12345,iid,66
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.05966719252864028,0.9101796407185628,-0.007575434480982857,0.8982035928143712,500,12345,iid,67
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.7652401222781862,0.6766467065868264,-0.004952567476290026,0.6067864271457086,500,12345,iid,67
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.018082845351639953,0.5189620758483033,-0.0025183039040688193,0.5329341317365269,500,12345,iid,68
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,1.061577348521915,0.14770459081836326,0.008523205511297594,0.16167664670658682,500,12345,iid,68
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.06435215268123518,0.9201596806387226,-0.008271786160032546,0.93812375249501,500,12345,iid,69
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,1.7208424910222817,0.10379241516966067,0.01385590683853466,0.10179640718562874,500,12345,iid,69
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,0.0074544780771486074,0.313373253493014,0.0012225415655262584,0.3093812375249501,500,12345,iid,70
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.9223228585390615,0.7764471057884231,-0.005897182628695541,0.6626746506986028,500,12345,iid,70
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.05006617329344554,0.782435129740519,-0.006915544527674067,0.8023952095808383,500,12345,iid,71
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,2.2739321831419446,0.08183632734530938,0.012555173160627486,0.14570858283433133,500,12345,iid,71
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,shape_24D,55,55,-0.025157594101031577,0.6107784431137725,-0.0032384794874162903,0.6127744510978044,500,12345,iid,72
weekday__shoulder,2024_random_half_vs_half,placebo_B_random_halves_2024,level_3D,55,55,-0.8166389522061195,0.6686626746506986,-0.008087753257262964,0.718562874251497,500,12345,iid,72
